"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img_url","Answer.Answer_1","Answer.Answer_2","Answer.Answer_3","Answer.Answer_4","Approve","Reject"
"3T5ZXGO9DE58Q9Q55MSOPAFLWXKQZM","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3S4AW7T80C0JJZKXIQZ43CZ00JLL44","A3G3205514RC9K","Approved","Tue Jul 05 13:27:45 PDT 2016","Tue Jul 05 13:28:24 PDT 2016","Tue Jul 05 21:28:24 PDT 2016","Tue Jul 05 13:53:40 PDT 2016","","","39","100% (19/19)","100% (19/19)","100% (19/19)","http://s3.amazonaws.com/caption-scene/upload_batches/14000_15000/3447007090.jpg","1","0","0",""
"3T5ZXGO9DE58Q9Q55MSOPAFLWXKQZM","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3X31TUMD7Y42R0NEV8G25ESXOZBL1R","A610SH5RY1NG1","Approved","Tue Jul 05 13:27:43 PDT 2016","Tue Jul 05 13:27:51 PDT 2016","Tue Jul 05 21:27:51 PDT 2016","Tue Jul 05 13:53:40 PDT 2016","","","8","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/14000_15000/3447007090.jpg","1","0","0",""
"3SBNLSTU6UME10M000M4PB8MDIVDZ4","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3300DTYQT3ZC2YX3Z1JDTKALNE0QE2","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:25:03 PDT 2016","Tue Jul 05 13:25:09 PDT 2016","Tue Jul 05 21:25:09 PDT 2016","Tue Jul 05 13:53:41 PDT 2016","","","6","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/28000_29000/6234467033.jpg","0","0","2",""
"3SBNLSTU6UME10M000M4PB8MDIVDZ4","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3LJ7UR74RIV97ZNIU3FJG43P5ELN48","A29NA4283YJ26D","Approved","Tue Jul 05 13:27:13 PDT 2016","Tue Jul 05 13:27:23 PDT 2016","Tue Jul 05 21:27:23 PDT 2016","Tue Jul 05 13:53:41 PDT 2016","","","10","100% (62/62)","100% (62/62)","100% (58/58)","http://s3.amazonaws.com/caption-scene/upload_batches/28000_29000/6234467033.jpg","0","0","2",""
"3SBNLSTU6UME10M000M4PB8MDIVDZ4","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3YGXWBAF71ZQGVQR5D650T9D6A54C5","A1MJECBV45AP5O","Approved","Tue Jul 05 13:24:38 PDT 2016","Tue Jul 05 13:24:49 PDT 2016","Tue Jul 05 21:24:49 PDT 2016","Tue Jul 05 13:53:41 PDT 2016","","","11","100% (26/26)","100% (26/26)","100% (26/26)","http://s3.amazonaws.com/caption-scene/upload_batches/28000_29000/6234467033.jpg","0","0","2",""
"306996CF6W1OR738ETM62R0AXI61BW","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","31LM9EDVOMAZAH63XA2NM6S8NBGJN0","A610SH5RY1NG1","Approved","Tue Jul 05 13:34:03 PDT 2016","Tue Jul 05 13:34:11 PDT 2016","Tue Jul 05 21:34:11 PDT 2016","Tue Jul 05 13:53:41 PDT 2016","","","8","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/4000_5000/2256091090.jpg","0","0","3",""
"306996CF6W1OR738ETM62R0AXI61BW","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3CN4LGXD5Y63JYRW15OUXK1W9YJY43","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:20:14 PDT 2016","Tue Jul 05 13:20:19 PDT 2016","Tue Jul 05 21:20:19 PDT 2016","Tue Jul 05 13:53:41 PDT 2016","","","5","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/4000_5000/2256091090.jpg","0","0","3",""
"306996CF6W1OR738ETM62R0AXI61BW","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3H0W84IWBLKCEZC3CG8DYAKQJ03ERS","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:25:39 PDT 2016","Tue Jul 05 13:25:49 PDT 2016","Tue Jul 05 21:25:49 PDT 2016","Tue Jul 05 13:53:41 PDT 2016","","","10","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/4000_5000/2256091090.jpg","0","0","3",""
"3FI30CQHVK0JYT45KZYNXNRR5TM6BZ","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","33JKGHPFYDCPBPCO07FF2YKPR5ZNMW","A38OYO6BYY7F7J","Approved","Tue Jul 05 13:18:30 PDT 2016","Tue Jul 05 13:18:38 PDT 2016","Tue Jul 05 21:18:38 PDT 2016","Tue Jul 05 13:53:41 PDT 2016","","","8","100% (18/18)","100% (18/18)","100% (18/18)","http://s3.amazonaws.com/caption-scene/upload_batches/31000_31783/91972799.jpg","1","1","","0"
"3FI30CQHVK0JYT45KZYNXNRR5TM6BZ","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3CN4LGXD5Y63JYRW15OUXK1W9YMY46","A37WDOIQH6JM6V","Approved","Tue Jul 05 13:23:45 PDT 2016","Tue Jul 05 13:23:59 PDT 2016","Tue Jul 05 21:23:59 PDT 2016","Tue Jul 05 13:53:41 PDT 2016","","","14","100% (148/148)","100% (148/148)","100% (19/19)","http://s3.amazonaws.com/caption-scene/upload_batches/31000_31783/91972799.jpg","1","1","","0"
"3FI30CQHVK0JYT45KZYNXNRR5TM6BZ","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3NPFYT4IZDMUV9U6RA4TNVRQXX1XGM","A610SH5RY1NG1","Approved","Tue Jul 05 13:24:45 PDT 2016","Tue Jul 05 13:24:52 PDT 2016","Tue Jul 05 21:24:52 PDT 2016","Tue Jul 05 13:53:41 PDT 2016","","","7","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/31000_31783/91972799.jpg","1","1","","0"
"37ZQELHEQ0FNO5EUA5ADDEO7CIENME","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3D3VGR7TA1X941W6NWRHFJGTSBJ3RW","A3DTBL9NV7SDQC","Approved","Tue Jul 05 13:34:00 PDT 2016","Tue Jul 05 13:34:23 PDT 2016","Tue Jul 05 21:34:23 PDT 2016","Tue Jul 05 13:53:41 PDT 2016","","","23","100% (4/4)","100% (4/4)","100% (4/4)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4808416841.jpg","0","0","5",""
"37ZQELHEQ0FNO5EUA5ADDEO7CIENME","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3IXQG4FA2UG83W4X88616HEBAHMB94","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:29:39 PDT 2016","Tue Jul 05 13:29:49 PDT 2016","Tue Jul 05 21:29:49 PDT 2016","Tue Jul 05 13:53:42 PDT 2016","","","10","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4808416841.jpg","0","0","5",""
"37ZQELHEQ0FNO5EUA5ADDEO7CIENME","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3WAKVUDHUXYJLCPAT2PCXBFT4C1U7O","A2HTN7HCNBQ8V4","Approved","Tue Jul 05 13:24:34 PDT 2016","Tue Jul 05 13:24:59 PDT 2016","Tue Jul 05 21:24:59 PDT 2016","Tue Jul 05 13:53:42 PDT 2016","","","25","100% (28/28)","100% (28/28)","100% (15/15)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4808416841.jpg","0","0","2",""
"3MQKOF1EE25A75HVPD2XQ7E4WGRWDX","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","39LOEL67OTN3MWHAONLHO2LO2JQ83K","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:27:32 PDT 2016","Tue Jul 05 13:27:40 PDT 2016","Tue Jul 05 21:27:40 PDT 2016","Tue Jul 05 13:53:42 PDT 2016","","","8","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/4130028176.jpg","0","0","0",""
"3MQKOF1EE25A75HVPD2XQ7E4WGRWDX","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3DEL4X4EL73UH0F6LGQZUVYU2TSYXM","A79QGFH9KEJAV","Approved","Tue Jul 05 13:25:28 PDT 2016","Tue Jul 05 13:25:34 PDT 2016","Tue Jul 05 21:25:34 PDT 2016","Tue Jul 05 13:53:42 PDT 2016","","","6","100% (16/16)","100% (16/16)","100% (16/16)","http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/4130028176.jpg","0","0","0",""
"3MQKOF1EE25A75HVPD2XQ7E4WGRWDX","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3FDJT1UU75QQVC6FBV6DT4SZBFFK59","A610SH5RY1NG1","Approved","Tue Jul 05 13:33:03 PDT 2016","Tue Jul 05 13:33:11 PDT 2016","Tue Jul 05 21:33:11 PDT 2016","Tue Jul 05 13:53:42 PDT 2016","","","8","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/4130028176.jpg","0","0","0",""
"3ICOHX7ENCSMRLUAS1KWPUNLVNDE06","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","32SVAV9L3GRH5KAPLL5VKTRJS7KA3K","A29NA4283YJ26D","Approved","Tue Jul 05 13:20:11 PDT 2016","Tue Jul 05 13:20:21 PDT 2016","Tue Jul 05 21:20:21 PDT 2016","Tue Jul 05 13:53:42 PDT 2016","","","10","100% (62/62)","100% (62/62)","100% (58/58)","http://s3.amazonaws.com/caption-scene/upload_batches/28000_29000/6696752075.jpg","1","0","2",""
"3ICOHX7ENCSMRLUAS1KWPUNLVNDE06","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","37M28K1J0RVSQYCEO6XI0088O4AJA9","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:26:00 PDT 2016","Tue Jul 05 13:26:09 PDT 2016","Tue Jul 05 21:26:09 PDT 2016","Tue Jul 05 13:53:42 PDT 2016","","","9","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/28000_29000/6696752075.jpg","1","0","5",""
"3ICOHX7ENCSMRLUAS1KWPUNLVNDE06","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3IFS6Q0HJJ10VJE2NOY99ZNEXVSSI2","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:24:44 PDT 2016","Tue Jul 05 13:24:49 PDT 2016","Tue Jul 05 21:24:49 PDT 2016","Tue Jul 05 13:53:42 PDT 2016","","","5","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/28000_29000/6696752075.jpg","1","0","2",""
"329E6HTMSWJLUDLH7ADIPNYXIWT3KA","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","31LM9EDVOMAZAH63XA2NM6S8NB8JNS","A3N8C7XN2ZIEY2","Approved","Tue Jul 05 13:24:21 PDT 2016","Tue Jul 05 13:24:52 PDT 2016","Tue Jul 05 21:24:52 PDT 2016","Tue Jul 05 13:53:43 PDT 2016","","","31","100% (28/28)","100% (28/28)","100% (28/28)","http://s3.amazonaws.com/caption-scene/upload_batches/31000_31783/8133150444.jpg","1","0","3",""
"329E6HTMSWJLUDLH7ADIPNYXIWT3KA","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","34T446B1C1W9H78QMCJ3OQJ0PYMC0U","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:20:20 PDT 2016","Tue Jul 05 13:20:28 PDT 2016","Tue Jul 05 21:20:28 PDT 2016","Tue Jul 05 13:53:43 PDT 2016","","","8","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/31000_31783/8133150444.jpg","1","0","5",""
"329E6HTMSWJLUDLH7ADIPNYXIWT3KA","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3CTOC39K388A7WEGH3LYQ96INW67J8","A610SH5RY1NG1","Approved","Tue Jul 05 13:27:15 PDT 2016","Tue Jul 05 13:27:24 PDT 2016","Tue Jul 05 21:27:24 PDT 2016","Tue Jul 05 13:53:43 PDT 2016","","","9","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/31000_31783/8133150444.jpg","1","0","3",""
"378G7J1SJLFFZBVVL8DHWPWPWSSWEQ","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3FE7TXL1LJ5K7ILN6HOCRJ1WQB9Q2Z","A1MJECBV45AP5O","Approved","Tue Jul 05 13:23:42 PDT 2016","Tue Jul 05 13:23:52 PDT 2016","Tue Jul 05 21:23:52 PDT 2016","Tue Jul 05 13:53:43 PDT 2016","","","10","100% (26/26)","100% (26/26)","100% (26/26)","http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/4220705176.jpg","1","1","","2"
"378G7J1SJLFFZBVVL8DHWPWPWSSWEQ","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3SUWZRL0MZVJSGEJKS5FNFTUNDPE6U","A29NA4283YJ26D","Approved","Tue Jul 05 13:26:45 PDT 2016","Tue Jul 05 13:27:04 PDT 2016","Tue Jul 05 21:27:04 PDT 2016","Tue Jul 05 13:53:43 PDT 2016","","","19","100% (62/62)","100% (62/62)","100% (58/58)","http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/4220705176.jpg","1","1","","4"
"378G7J1SJLFFZBVVL8DHWPWPWSSWEQ","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3VW6495TLKIJH55GQCC1D9534ZMYYS","A610SH5RY1NG1","Approved","Tue Jul 05 13:25:25 PDT 2016","Tue Jul 05 13:25:33 PDT 2016","Tue Jul 05 21:25:33 PDT 2016","Tue Jul 05 13:53:43 PDT 2016","","","8","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/18000_19000/4220705176.jpg","1","1","","2"
"3L2OEKSTW9R2FFG4N695PCLJWXU8Y2","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","37Z929RLGAQQ4XUDH0XDN6PN8CATSM","A610SH5RY1NG1","Approved","Tue Jul 05 13:28:11 PDT 2016","Tue Jul 05 13:28:21 PDT 2016","Tue Jul 05 21:28:21 PDT 2016","Tue Jul 05 13:53:43 PDT 2016","","","10","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/24000_25000/4884134400.jpg","1","1","","0"
"3L2OEKSTW9R2FFG4N695PCLJWXU8Y2","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3BC8WZX3V4E1N3H8YMSDXHJ9YPZRRO","A3H35QRODK1C4K","Approved","Tue Jul 05 13:34:09 PDT 2016","Tue Jul 05 13:34:23 PDT 2016","Tue Jul 05 21:34:23 PDT 2016","Tue Jul 05 13:53:43 PDT 2016","","","14","100% (29/29)","100% (29/29)","100% (29/29)","http://s3.amazonaws.com/caption-scene/upload_batches/24000_25000/4884134400.jpg","1","1","","3"
"3L2OEKSTW9R2FFG4N695PCLJWXU8Y2","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3SB4CE2TJWDTLIH35ACJR9GNZ2RAXQ","A3N8C7XN2ZIEY2","Approved","Tue Jul 05 13:27:55 PDT 2016","Tue Jul 05 13:28:14 PDT 2016","Tue Jul 05 21:28:14 PDT 2016","Tue Jul 05 13:53:44 PDT 2016","","","19","100% (28/28)","100% (28/28)","100% (28/28)","http://s3.amazonaws.com/caption-scene/upload_batches/24000_25000/4884134400.jpg","1","1","","1"
"33NOQL7T9OG2K5Q9JSBO3JUL2RY8ZT","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","32Q90QCQ1T3QRVZ8MWZGXYYCO8BEK1","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:29:53 PDT 2016","Tue Jul 05 13:30:00 PDT 2016","Tue Jul 05 21:30:00 PDT 2016","Tue Jul 05 13:53:44 PDT 2016","","","7","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/6000_7000/2504010674.jpg","0","0","2",""
"33NOQL7T9OG2K5Q9JSBO3JUL2RY8ZT","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3JZQSN0I3RSDVN3LRGY7HORJTSBGFK","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:31:51 PDT 2016","Tue Jul 05 13:32:12 PDT 2016","Tue Jul 05 21:32:12 PDT 2016","Tue Jul 05 13:53:44 PDT 2016","","","21","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/6000_7000/2504010674.jpg","0","0","4",""
"33NOQL7T9OG2K5Q9JSBO3JUL2RY8ZT","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3TXWC2NHN087KILZJUSWW6OBE59S9N","A3H35QRODK1C4K","Approved","Tue Jul 05 13:31:17 PDT 2016","Tue Jul 05 13:31:28 PDT 2016","Tue Jul 05 21:31:28 PDT 2016","Tue Jul 05 13:53:44 PDT 2016","","","11","100% (29/29)","100% (29/29)","100% (29/29)","http://s3.amazonaws.com/caption-scene/upload_batches/6000_7000/2504010674.jpg","0","0","3",""
"3UDTAB6HH6G5WP3TKQ4AXGMA4QX90R","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3AZHRG4CU52L47C7TJ82VNF6JL903K","A3FG6OAB333FEU","Approved","Tue Jul 05 13:19:37 PDT 2016","Tue Jul 05 13:19:49 PDT 2016","Tue Jul 05 21:19:49 PDT 2016","Tue Jul 05 13:53:44 PDT 2016","","","12","100% (3/3)","100% (3/3)","100% (3/3)","http://s3.amazonaws.com/caption-scene/upload_batches/8000_9000/2785108434.jpg","1","1","","0"
"3UDTAB6HH6G5WP3TKQ4AXGMA4QX90R","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3TUI152ZZC5DIX3RNDOYM0RRY5S1QQ","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:19:01 PDT 2016","Tue Jul 05 13:19:40 PDT 2016","Tue Jul 05 21:19:40 PDT 2016","Tue Jul 05 13:53:44 PDT 2016","","","39","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/8000_9000/2785108434.jpg","1","1","","0"
"3UDTAB6HH6G5WP3TKQ4AXGMA4QX90R","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3U84XHCDIDV3OO11XRQDBRAYFSW4Z9","AON76FXJG2JT3","Approved","Tue Jul 05 13:31:13 PDT 2016","Tue Jul 05 13:32:18 PDT 2016","Tue Jul 05 21:32:18 PDT 2016","Tue Jul 05 13:53:44 PDT 2016","","","65","100% (7/7)","100% (7/7)","100% (7/7)","http://s3.amazonaws.com/caption-scene/upload_batches/8000_9000/2785108434.jpg","1","1","","0"
"37VUR2VJ6A671CVESTI1DB6SF361C3","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","3570Y55XZQ1JVEKGW6QV69YZZ33GYJ","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:34:16 PDT 2016","Tue Jul 05 13:34:41 PDT 2016","Tue Jul 05 21:34:41 PDT 2016","Tue Jul 05 13:53:44 PDT 2016","","","25","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4784866019.jpg","1","1","","0"
"37VUR2VJ6A671CVESTI1DB6SF361C3","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:22 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:22 PDT 2016","","","37UEWGM5HUQDUYIR0SDYRQ1WUR2R1P","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:30:34 PDT 2016","Tue Jul 05 13:30:44 PDT 2016","Tue Jul 05 21:30:44 PDT 2016","Tue Jul 05 13:53:44 PDT 2016","","","10","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4784866019.jpg","1","1","","0"
